1pctl,10pctl,50pctl,90pct,99pct,stddev,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
8.47E-05,8.56E-05,8.66E-05,8.78E-05,0.000114074,4.21E-06,62, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), StreamWait(366722768/355893104), PostSend, PostRecv, WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.50E-05,8.56E-05,8.65E-05,8.75E-05,0.00011173,3.53E-06,1720, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(366722768), StreamWait(355893104/366722768), WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.49E-05,8.56E-05,8.66E-05,8.79E-05,0.000113402,3.95E-06,2208, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), WaitSend, yl(355893104), y(355893104), StreamSync(355893104), End,
8.49E-05,8.56E-05,8.65E-05,8.77E-05,0.000105866,2.78E-06,2293, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, WaitRecv, yl(366722768), StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), End,
8.48E-05,8.56E-05,8.66E-05,8.79E-05,0.000113507,3.86E-06,111, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, StreamWait(366722768/355893104), WaitRecv, yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.51E-05,8.57E-05,8.66E-05,8.79E-05,0.000113265,4.21E-06,538, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), StreamWait(355893104/366722768), PostSend, PostRecv, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.49E-05,8.57E-05,8.66E-05,8.80E-05,0.000113839,5.15E-06,61, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), StreamWait(366722768/355893104), PostSend, PostRecv, WaitRecv, yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.51E-05,8.57E-05,8.66E-05,8.79E-05,0.000114638,4.86E-06,443, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), StreamWait(366722768/355893104), PostRecv, PostSend, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.48E-05,8.57E-05,8.66E-05,8.78E-05,0.00011116,3.36E-06,2090, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.48E-05,8.57E-05,8.67E-05,8.80E-05,0.000113093,3.98E-06,112, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, StreamWait(366722768/355893104), WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.50E-05,8.57E-05,8.65E-05,8.77E-05,0.000106195,3.16E-06,2283, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, WaitRecv, yl(355893104), StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), End,
8.50E-05,8.57E-05,8.66E-05,8.78E-05,0.000110009,3.77E-06,1069, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), WaitSend, End,
8.48E-05,8.57E-05,8.68E-05,8.81E-05,0.000113699,4.49E-06,57, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), StreamWait(366722768/355893104), PostRecv, PostSend, WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.50E-05,8.57E-05,8.66E-05,8.77E-05,0.000112277,3.76E-06,1673, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(355893104), StreamWait(366722768/355893104), WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.49E-05,8.57E-05,8.67E-05,8.80E-05,0.0001123,4.01E-06,56, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), StreamWait(366722768/355893104), PostRecv, PostSend, WaitRecv, yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.48E-05,8.57E-05,8.66E-05,8.77E-05,0.000102033,3.75E-06,449, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), StreamWait(366722768/355893104), PostSend, PostRecv, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.50E-05,8.57E-05,8.68E-05,8.82E-05,0.000113232,4.02E-06,107, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostSend, StreamWait(366722768/355893104), PostRecv, WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.50E-05,8.57E-05,8.68E-05,8.80E-05,0.000113339,4.13E-06,67, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostRecv, StreamWait(366722768/355893104), PostSend, WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.48E-05,8.57E-05,8.67E-05,8.78E-05,0.000113964,3.85E-06,453, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, StreamWait(366722768/355893104), PostSend, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.50E-05,8.57E-05,8.67E-05,8.80E-05,0.000111864,3.45E-06,106, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostSend, StreamWait(366722768/355893104), PostRecv, WaitRecv, yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.51E-05,8.57E-05,8.67E-05,8.79E-05,0.000112557,3.32E-06,588, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, StreamWait(355893104/366722768), WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.57E-05,8.67E-05,8.80E-05,0.000111474,3.67E-06,776, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), WaitSend, yl(366722768), y(366722768), StreamSync(366722768), End,
8.51E-05,8.57E-05,8.68E-05,8.80E-05,0.000112162,3.72E-06,66, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostRecv, StreamWait(366722768/355893104), PostSend, WaitRecv, yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.50E-05,8.57E-05,8.66E-05,8.78E-05,0.000112015,4.10E-06,448, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), StreamWait(366722768/355893104), PostSend, PostRecv, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.52E-05,8.57E-05,8.67E-05,8.78E-05,0.000114212,1.40E-05,2192, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(355893104), WaitSend, StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), End,
8.51E-05,8.57E-05,8.66E-05,8.78E-05,0.000112718,4.07E-06,2240, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(366722768), WaitSend, StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.57E-05,8.66E-05,8.80E-05,0.000114448,4.57E-06,539, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), StreamWait(355893104/366722768), PostSend, PostRecv, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.58E-05,8.66E-05,8.79E-05,0.00011379,4.17E-06,533, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), StreamWait(355893104/366722768), PostRecv, PostSend, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.58E-05,8.66E-05,8.76E-05,0.000112037,3.84E-06,1520, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), StreamWait(366722768/355893104), PostSend, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.49E-05,8.58E-05,8.67E-05,8.79E-05,0.000109894,3.26E-06,583, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, StreamWait(355893104/366722768), PostRecv, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.50E-05,8.58E-05,8.67E-05,8.80E-05,0.000113164,3.94E-06,71, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, StreamWait(366722768/355893104), WaitRecv, yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.52E-05,8.58E-05,8.66E-05,8.76E-05,0.000112422,3.63E-06,1519, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), StreamWait(366722768/355893104), PostSend, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.52E-05,8.58E-05,8.68E-05,8.79E-05,0.000111599,3.85E-06,615, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitSend, WaitRecv, StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), End,
8.49E-05,8.58E-05,8.68E-05,8.80E-05,0.000113471,4.11E-06,1926, Start, PostRecv, yl(355893104), Scatter(355893104), StreamSync(355893104), PostSend, StreamWait(366722768/355893104), WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.50E-05,8.58E-05,8.67E-05,8.80E-05,0.000113529,4.16E-06,458, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, PostSend, StreamWait(366722768/355893104), WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.51E-05,8.58E-05,8.68E-05,8.79E-05,0.000113202,3.74E-06,499, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, StreamWait(366722768/355893104), WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.51E-05,8.58E-05,8.67E-05,8.79E-05,0.000114126,3.94E-06,444, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), StreamWait(366722768/355893104), PostRecv, PostSend, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.50E-05,8.58E-05,8.67E-05,8.80E-05,0.000115343,4.85E-06,524, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitSend, StreamWait(366722768/355893104), WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.52E-05,8.58E-05,8.67E-05,8.79E-05,0.000113458,3.71E-06,589, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, StreamWait(355893104/366722768), WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.58E-05,8.67E-05,8.80E-05,0.000114025,3.89E-06,534, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), StreamWait(355893104/366722768), PostRecv, PostSend, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,
8.50E-05,8.58E-05,8.67E-05,8.79E-05,0.000113582,4.12E-06,459, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, PostSend, StreamWait(366722768/355893104), WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.52E-05,8.58E-05,8.66E-05,8.77E-05,0.000113554,5.18E-06,1559, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), StreamWait(355893104/366722768), PostSend, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.58E-05,8.68E-05,8.80E-05,0.000113023,3.46E-06,117, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, StreamWait(366722768/355893104), yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.52E-05,8.58E-05,8.66E-05,8.76E-05,0.000113116,4.45E-06,1560, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), StreamWait(355893104/366722768), PostSend, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,
8.50E-05,8.58E-05,8.67E-05,8.80E-05,0.00011495,3.95E-06,623, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(355893104), StreamWait(366722768/355893104), PostSend, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.50E-05,8.58E-05,8.68E-05,8.80E-05,0.000101938,2.62E-06,544, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, StreamWait(355893104/366722768), PostSend, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,
8.53E-05,8.58E-05,8.67E-05,8.79E-05,0.000114206,4.54E-06,2007, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(355893104), StreamWait(366722768/355893104), PostSend, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.51E-05,8.58E-05,8.66E-05,8.78E-05,0.000108333,3.30E-06,543, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, StreamWait(355893104/366722768), PostSend, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.58E-05,8.67E-05,8.80E-05,0.000104594,3.25E-06,664, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(366722768), StreamWait(355893104/366722768), PostSend, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,
8.52E-05,8.58E-05,8.68E-05,8.80E-05,0.000107754,2.94E-06,1921, Start, PostRecv, yl(355893104), Scatter(355893104), StreamSync(355893104), StreamWait(366722768/355893104), PostSend, WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.50E-05,8.58E-05,8.68E-05,8.82E-05,0.000114482,4.16E-06,569, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, PostSend, WaitRecv, WaitSend, StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.58E-05,8.66E-05,8.78E-05,0.000111652,3.64E-06,1525, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, StreamWait(366722768/355893104), WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.52E-05,8.58E-05,8.67E-05,8.79E-05,0.000113441,4.08E-06,454, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, StreamWait(366722768/355893104), PostSend, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.50E-05,8.58E-05,8.69E-05,8.80E-05,0.000112413,4.44E-06,116, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.52E-05,8.58E-05,8.68E-05,8.79E-05,0.000108179,3.36E-06,593, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitRecv, StreamWait(355893104/366722768), WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.58E-05,8.67E-05,8.79E-05,0.000113434,4.30E-06,2047, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(366722768), StreamWait(355893104/366722768), PostSend, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.58E-05,8.67E-05,8.81E-05,0.000115483,5.75E-06,584, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, StreamWait(355893104/366722768), PostRecv, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,
8.52E-05,8.58E-05,8.67E-05,8.79E-05,0.000111498,3.98E-06,609, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitRecv, WaitSend, StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.58E-05,8.69E-05,8.80E-05,0.000113472,3.70E-06,1299, Start, Scatter(355893104), yl(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.51E-05,8.58E-05,8.68E-05,8.80E-05,0.000112011,3.67E-06,580, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, StreamWait(355893104/366722768), PostRecv, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,
8.51E-05,8.58E-05,8.68E-05,8.80E-05,0.000115794,4.49E-06,498, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, StreamWait(366722768/355893104), WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.52E-05,8.58E-05,8.67E-05,8.80E-05,0.000112235,3.62E-06,525, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitSend, WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), End,
8.53E-05,8.58E-05,8.69E-05,8.81E-05,0.000114188,3.93E-06,961, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(366722768), StreamWait(355893104/366722768), PostRecv, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.58E-05,8.68E-05,8.79E-05,0.000112236,1.13E-05,519, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitRecv, WaitSend, StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), End,
8.53E-05,8.58E-05,8.68E-05,8.81E-05,0.000112788,3.71E-06,450, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, StreamWait(366722768/355893104), PostSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), WaitSend, End,
8.52E-05,8.58E-05,8.69E-05,8.80E-05,0.000115407,4.17E-06,585, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, StreamWait(355893104/366722768), WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,
8.52E-05,8.58E-05,8.68E-05,8.80E-05,0.000111351,3.44E-06,2048, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(366722768), StreamWait(355893104/366722768), PostSend, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,
8.51E-05,8.59E-05,8.69E-05,8.81E-05,0.00011186,3.44E-06,545, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, PostSend, StreamWait(355893104/366722768), WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,
8.51E-05,8.59E-05,8.67E-05,8.80E-05,0.000112707,3.80E-06,2008, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(355893104), StreamWait(366722768/355893104), PostSend, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.51E-05,8.59E-05,8.66E-05,8.77E-05,0.000110695,3.50E-06,1564, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), PostSend, StreamWait(355893104/366722768), WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.52E-05,8.59E-05,8.69E-05,8.80E-05,0.000114706,3.97E-06,540, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, StreamWait(355893104/366722768), PostSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,
8.52E-05,8.59E-05,8.67E-05,8.80E-05,0.000108798,3.50E-06,1363, Start, Scatter(355893104), yl(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.51E-05,8.59E-05,8.68E-05,8.78E-05,0.000114393,4.20E-06,1516, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), StreamWait(366722768/355893104), PostSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), WaitSend, End,
8.52E-05,8.59E-05,8.67E-05,8.77E-05,0.000105197,2.96E-06,1565, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), PostSend, StreamWait(355893104/366722768), WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,
