1pctl,10pctl,50pctl,90pct,99pct,stddev,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
8.19E-05,8.26E-05,8.35E-05,8.48E-05,0.00010739,3.56E-06,521, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.20E-05,8.26E-05,8.34E-05,8.46E-05,0.00010873,4.06E-06,423, Start, yl(355893104), PostRecv, Scatter(366722768), StreamSync(366722768), PostSend, WaitRecv, yr(366722768), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
8.18E-05,8.26E-05,8.36E-05,8.49E-05,0.000107646,4.75E-06,1171, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, WaitSend, yl(355893104), yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.19E-05,8.26E-05,8.34E-05,8.46E-05,0.000108567,3.72E-06,422, Start, yl(355893104), PostRecv, Scatter(366722768), StreamSync(366722768), PostSend, WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
8.18E-05,8.26E-05,8.37E-05,8.48E-05,0.000107303,3.83E-06,192, Start, yl(355893104), Scatter(366722768), StreamWait(366722768/355893104), StreamSync(366722768), PostRecv, PostSend, WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.19E-05,8.26E-05,8.37E-05,8.49E-05,0.000110718,3.95E-06,2188, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(366722768), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.19E-05,8.26E-05,8.34E-05,8.47E-05,0.000109052,3.92E-06,1547, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.18E-05,8.26E-05,8.37E-05,8.49E-05,0.000113316,5.29E-06,1135, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), yl(355893104), StreamWait(355893104/366722768), WaitSend, y(355893104), StreamSync(355893104), End,
8.19E-05,8.26E-05,8.37E-05,8.50E-05,0.000109685,4.21E-06,1085, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(355893104), yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.19E-05,8.26E-05,8.35E-05,8.48E-05,0.000110023,3.72E-06,2140, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, yl(366722768), WaitRecv, yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,,
8.18E-05,8.26E-05,8.36E-05,8.49E-05,0.000112962,4.83E-06,2179, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(366722768), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
8.18E-05,8.26E-05,8.35E-05,8.48E-05,0.000109781,3.62E-06,1056, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, yl(366722768), WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,,
8.20E-05,8.26E-05,8.35E-05,8.48E-05,0.000107277,3.54E-06,481, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, PostSend, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.20E-05,8.26E-05,8.35E-05,8.49E-05,0.000111444,4.13E-06,2219, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(366722768), yl(355893104), StreamWait(355893104/366722768), y(355893104), WaitSend, StreamSync(355893104), End,
8.17E-05,8.26E-05,8.37E-05,8.50E-05,0.000110736,4.19E-06,397, Start, yl(355893104), PostRecv, Scatter(366722768), StreamWait(366722768/355893104), StreamSync(366722768), PostSend, WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.19E-05,8.26E-05,8.37E-05,8.49E-05,0.000109687,4.06E-06,191, Start, yl(355893104), Scatter(366722768), StreamWait(366722768/355893104), StreamSync(366722768), PostRecv, PostSend, WaitRecv, yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.19E-05,8.26E-05,8.38E-05,8.49E-05,0.000109768,3.51E-06,396, Start, yl(355893104), PostRecv, Scatter(366722768), StreamWait(366722768/355893104), StreamSync(366722768), PostSend, WaitRecv, yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.19E-05,8.26E-05,8.36E-05,8.45E-05,0.000110359,3.94E-06,1786, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, yl(355893104), WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.20E-05,8.27E-05,8.34E-05,8.46E-05,0.000105894,3.57E-06,1553, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.20E-05,8.27E-05,8.36E-05,8.50E-05,0.000110611,4.58E-06,986, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(366722768), PostRecv, WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,,
8.18E-05,8.27E-05,8.37E-05,8.50E-05,0.000109859,3.97E-06,881, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, WaitSend, yl(366722768), yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.20E-05,8.27E-05,8.36E-05,8.48E-05,0.000107794,3.23E-06,123, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.20E-05,8.27E-05,8.37E-05,8.51E-05,0.000104597,3.04E-06,1961, Start, PostRecv, yl(355893104), Scatter(366722768), StreamWait(366722768/355893104), StreamSync(366722768), PostSend, WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.20E-05,8.27E-05,8.38E-05,8.49E-05,0.000109883,3.68E-06,1960, Start, PostRecv, yl(355893104), Scatter(366722768), StreamWait(366722768/355893104), StreamSync(366722768), PostSend, WaitRecv, yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.20E-05,8.27E-05,8.36E-05,8.48E-05,0.000109779,4.65E-06,487, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, PostSend, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.20E-05,8.27E-05,8.35E-05,8.47E-05,0.000110204,3.58E-06,200, Start, yl(355893104), Scatter(366722768), StreamWait(366722768/355893104), PostRecv, StreamSync(366722768), PostSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), WaitSend, End,
8.19E-05,8.27E-05,8.38E-05,8.50E-05,0.000102082,3.26E-06,517, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.19E-05,8.27E-05,8.37E-05,8.48E-05,0.000108017,3.24E-06,1202, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitSend, WaitRecv, yl(355893104), yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.21E-05,8.27E-05,8.37E-05,8.50E-05,0.00011049,4.04E-06,507, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,,
8.20E-05,8.27E-05,8.36E-05,8.50E-05,0.00010925,3.65E-06,651, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(355893104), PostSend, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.18E-05,8.27E-05,8.36E-05,8.48E-05,0.000109242,4.08E-06,873, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, WaitSend, yl(355893104), yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.21E-05,8.27E-05,8.36E-05,8.48E-05,0.000108966,3.81E-06,1768, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, WaitSend, yl(355893104), yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.19E-05,8.27E-05,8.37E-05,8.51E-05,0.000107695,3.88E-06,790, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(355893104), yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.19E-05,8.27E-05,8.37E-05,8.49E-05,0.000112962,4.41E-06,1188, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitSend, yl(355893104), WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.21E-05,8.27E-05,8.37E-05,8.50E-05,0.000106322,4.22E-06,1088, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), yl(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.20E-05,8.27E-05,8.36E-05,8.49E-05,0.000108625,3.68E-06,1089, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(355893104), yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.21E-05,8.27E-05,8.36E-05,8.50E-05,0.00011087,4.35E-06,2035, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.21E-05,8.27E-05,8.37E-05,8.49E-05,0.000105894,3.44E-06,2220, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(366722768), yl(355893104), StreamWait(355893104/366722768), WaitSend, y(355893104), StreamSync(355893104), End,
8.22E-05,8.27E-05,8.37E-05,8.50E-05,0.000106404,3.26E-06,955, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), PostRecv, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.20E-05,8.27E-05,8.37E-05,8.49E-05,0.000104783,3.19E-06,2297, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, WaitRecv, yl(366722768), yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.21E-05,8.27E-05,8.37E-05,8.50E-05,0.000110439,4.27E-06,949, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), PostRecv, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.21E-05,8.27E-05,8.37E-05,8.50E-05,0.000111851,4.04E-06,1084, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), yl(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.21E-05,8.27E-05,8.37E-05,8.47E-05,0.000109581,3.57E-06,125, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.18E-05,8.27E-05,8.37E-05,8.50E-05,0.000110454,4.02E-06,1091, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(355893104), yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
8.22E-05,8.28E-05,8.36E-05,8.47E-05,0.00010715,3.95E-06,1533, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,,
8.20E-05,8.28E-05,8.38E-05,8.50E-05,0.000104386,2.94E-06,786, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(355893104), yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.21E-05,8.28E-05,8.37E-05,8.51E-05,0.000109997,4.71E-06,619, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.19E-05,8.28E-05,8.38E-05,8.50E-05,0.000113077,3.78E-06,1193, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitSend, yl(366722768), WaitRecv, yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.21E-05,8.28E-05,8.37E-05,8.50E-05,0.000110597,4.20E-06,2041, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.21E-05,8.28E-05,8.37E-05,8.48E-05,0.000104267,3.04E-06,1801, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, WaitRecv, yl(355893104), yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.20E-05,8.28E-05,8.37E-05,8.49E-05,0.000110379,3.87E-06,320, Start, yl(355893104), Scatter(366722768), PostRecv, StreamSync(366722768), PostSend, WaitRecv, yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.20E-05,8.28E-05,8.38E-05,8.50E-05,0.000109853,4.73E-06,1113, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(355893104), WaitSend, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.21E-05,8.28E-05,8.36E-05,8.48E-05,0.000109298,4.10E-06,1622, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, yl(355893104), WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.20E-05,8.28E-05,8.37E-05,8.50E-05,0.000108844,3.42E-06,657, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.22E-05,8.28E-05,8.37E-05,8.48E-05,0.000104299,3.02E-06,1589, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), PostSend, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.22E-05,8.28E-05,8.36E-05,8.47E-05,0.00010939,3.32E-06,1682, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.22E-05,8.28E-05,8.36E-05,8.47E-05,0.000107214,3.34E-06,1687, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(355893104), yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.21E-05,8.28E-05,8.37E-05,8.50E-05,0.000112529,4.21E-06,2224, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(366722768), yl(355893104), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.21E-05,8.28E-05,8.37E-05,8.47E-05,0.000108583,3.88E-06,1777, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, WaitSend, yl(366722768), yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.20E-05,8.28E-05,8.39E-05,8.50E-05,0.000110659,3.60E-06,833, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(366722768), yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
8.19E-05,8.28E-05,8.39E-05,8.52E-05,0.0001107,3.90E-06,599, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitRecv, yr(355893104), StreamWait(355893104/366722768), WaitSend, y(355893104), StreamSync(355893104), End,
8.21E-05,8.28E-05,8.37E-05,8.48E-05,0.000107132,3.54E-06,1688, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(355893104), yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
8.21E-05,8.28E-05,8.38E-05,8.50E-05,0.000108306,4.26E-06,2199, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(355893104), WaitSend, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.22E-05,8.28E-05,8.36E-05,8.49E-05,0.000109558,4.74E-06,1628, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, yl(355893104), WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.20E-05,8.28E-05,8.37E-05,8.50E-05,0.00011022,4.01E-06,904, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitSend, WaitRecv, yl(355893104), yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.20E-05,8.28E-05,8.37E-05,8.50E-05,0.000109835,3.83E-06,613, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.21E-05,8.28E-05,8.37E-05,8.50E-05,0.000101642,3.17E-06,2175, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(355893104), yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.22E-05,8.28E-05,8.37E-05,8.46E-05,0.000105865,3.87E-06,1683, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(355893104), yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.23E-05,8.28E-05,8.36E-05,8.47E-05,0.000111654,4.29E-06,1686, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.22E-05,8.28E-05,8.37E-05,8.49E-05,0.000110498,1.20E-05,273, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, PostRecv, WaitRecv, yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.21E-05,8.28E-05,8.37E-05,8.50E-05,0.000110929,4.54E-06,275, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, PostRecv, WaitRecv, yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.21E-05,8.28E-05,8.37E-05,8.50E-05,0.000110491,4.08E-06,467, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, PostSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,,
8.21E-05,8.28E-05,8.36E-05,8.46E-05,0.000112185,4.02E-06,1791, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, yl(366722768), WaitRecv, yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.21E-05,8.28E-05,8.37E-05,8.48E-05,0.000109955,5.45E-06,1710, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(355893104), WaitSend, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.23E-05,8.28E-05,8.38E-05,8.49E-05,0.000108816,4.13E-06,318, Start, yl(355893104), Scatter(366722768), PostRecv, StreamSync(366722768), PostSend, WaitRecv, yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.22E-05,8.28E-05,8.38E-05,8.52E-05,0.000109384,3.74E-06,573, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, PostSend, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.20E-05,8.28E-05,8.38E-05,8.51E-05,0.000109521,3.93E-06,812, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(355893104), WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.21E-05,8.28E-05,8.37E-05,8.51E-05,0.000108466,3.58E-06,726, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, yl(355893104), WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.20E-05,8.28E-05,8.40E-05,8.53E-05,0.000112017,4.54E-06,601, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitRecv, yr(355893104), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.20E-05,8.28E-05,8.37E-05,8.49E-05,0.000107249,8.28E-06,579, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, PostSend, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.20E-05,8.28E-05,8.38E-05,8.48E-05,0.000114269,4.25E-06,2274, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, yl(355893104), WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.20E-05,8.28E-05,8.40E-05,8.53E-05,0.000109066,3.72E-06,2026, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
8.23E-05,8.28E-05,8.38E-05,8.50E-05,0.000109393,3.52E-06,2171, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(355893104), yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.21E-05,8.28E-05,8.38E-05,8.50E-05,0.000108439,3.75E-06,637, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(355893104), PostSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,,
8.20E-05,8.28E-05,8.39E-05,8.52E-05,0.000110074,3.93E-06,513, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
8.22E-05,8.28E-05,8.38E-05,8.50E-05,0.000114181,4.45E-06,895, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitSend, yl(366722768), WaitRecv, yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.22E-05,8.28E-05,8.38E-05,8.49E-05,0.000109645,5.03E-06,83, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.23E-05,8.28E-05,8.39E-05,8.53E-05,0.00011099,4.21E-06,693, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(366722768), PostSend, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.22E-05,8.28E-05,8.38E-05,8.51E-05,0.000109146,4.19E-06,787, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(355893104), yl(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.21E-05,8.29E-05,8.38E-05,8.50E-05,0.000114114,4.87E-06,890, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitSend, yl(355893104), WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.21E-05,8.29E-05,8.38E-05,8.51E-05,0.000110317,4.04E-06,793, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(355893104), yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
8.22E-05,8.29E-05,8.38E-05,8.52E-05,0.000112852,4.80E-06,732, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, yl(355893104), WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.22E-05,8.29E-05,8.38E-05,8.52E-05,0.000111522,4.92E-06,1024, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, yl(355893104), WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.22E-05,8.29E-05,8.38E-05,8.51E-05,0.000110269,3.86E-06,235, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostRecv, PostSend, WaitRecv, yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.22E-05,8.29E-05,8.39E-05,8.50E-05,0.000107902,3.27E-06,287, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, PostRecv, WaitRecv, WaitSend, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.22E-05,8.29E-05,8.38E-05,8.51E-05,0.000102285,3.64E-06,1984, Start, PostRecv, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, WaitRecv, yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.23E-05,8.29E-05,8.38E-05,8.50E-05,0.00010708,3.42E-06,2077, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.22E-05,8.29E-05,8.38E-05,8.51E-05,0.000109129,3.59E-06,233, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostRecv, PostSend, WaitRecv, yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.22E-05,8.29E-05,8.38E-05,8.51E-05,9.92E-05,2.77E-06,699, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(366722768), PostSend, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.22E-05,8.29E-05,8.37E-05,8.47E-05,0.000110429,4.27E-06,1595, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), PostSend, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.22E-05,8.29E-05,8.38E-05,8.51E-05,0.000107993,3.32E-06,1178, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, WaitSend, yl(366722768), yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.21E-05,8.29E-05,8.38E-05,8.51E-05,0.000108596,3.36E-06,2196, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(355893104), WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.22E-05,8.29E-05,8.38E-05,8.50E-05,0.000107994,3.27E-06,85, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.22E-05,8.29E-05,8.38E-05,8.52E-05,0.000110612,4.57E-06,1030, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, yl(355893104), WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.21E-05,8.29E-05,8.40E-05,8.54E-05,0.000110657,4.27E-06,940, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), PostRecv, WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
8.22E-05,8.29E-05,8.38E-05,8.48E-05,0.000110019,3.76E-06,1776, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, WaitSend, yr(366722768), yl(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.19E-05,8.29E-05,8.39E-05,8.52E-05,0.000110769,3.69E-06,512, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
